Provider Number,Hospital Name,Address 1,City
280105,ALEGENT HEALTH MIDLANDS HOSPITAL,11111 SOUTH 84TH ST,PAPILLION
280111,COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,COLUMBUS
280125,FAITH REGIONAL HEALTH SERVICES,2700 WEST NORFOLK AVE,NORFOLK
280127,LINCOLN SURGICAL HOSPITAL,"1710 SOUTH 70TH ST, SUITE 200",LINCOLN
280128,NEBRASKA HEART HOSPITAL,7500 SOUTH 91ST ST,LINCOLN
280129,NEBRASKA ORTHOPAEDIC HOSPITAL,2808 SOUTH 143RD PLZ,OMAHA
280130,ALEGENT HEALTH LAKESIDE HOSPITAL,16901 LAKESIDE HILLS CT,OMAHA
280131,MIDWEST SURGICAL HOSPITAL LLC,7915 FARNAM DRIVE,OMAHA
280132,BELLEVUE MEDICAL CENTER,2500 BELLEVUE MEDICAL CENTER DR,BELLEVUE
280133,"NEBRASKA SPINE HOSPITAL, LLC","6901 NORTH 72ND STREET, SUITE 20300",OMAHA
281300,HARLAN COUNTY HEALTH SYSTEM,"P O BOX 836, 717 NORTH BROWN ST",ALMA
281301,FILLMORE COUNTY HOSPITAL,"P O BOX 193, 1900 F STREET",GENEVA
281302,PAWNEE COUNTY MEMORIAL HOSPITAL,"P O BOX 433, 600 I ST",PAWNEE CITY
281303,NIOBRARA VALLEY HOSPITAL,"P O BOX 118, 401 SOUTH 5TH STREET",LYNCH
281304,THAYER COUNTY HEALTH SERVICES,120 PARK AVE,HEBRON
281305,KIMBALL HEALTH SERVICES,505 SOUTH BURG ST,KIMBALL
281306,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,727 EAST 1ST ST,MINDEN
281307,SAUNDERS MEDICAL CENTER,1760 COUNTY RD J,WAHOO
281308,HENDERSON HEALTH CARE SERVICES,1621 FRONT STREET,HENDERSON
281309,COMMUNITY MEMORIAL HOSPITAL,"P O BOX N, 1579 MIDLAND ST",SYRACUSE
281310,GARDEN COUNTY HEALTH SERVICES,1100 WEST 2ND ST,OSHKOSH
281311,FRANKLIN COUNTY MEMORIAL HOSPITAL,"P O BOX 315, 1406 Q ST",FRANKLIN
281312,GENOA COMMUNITY HOSPITAL,"P O BOX 310, 606/706 EWING AVE",GENOA
281313,GOTHENBURG MEMORIAL HOSPITAL,910 20TH ST,GOTHENBURG
281314,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,"P O BOX 428, 531 BEEBE ST",OSCEOLA
281315,BRODSTONE MEMORIAL HOSP,"P O BOX 187, 520 EAST 10TH ST",SUPERIOR
281316,WEBSTER COUNTY COMMUNITY HOSPITAL,"P O BOX 465, 6TH AND FRANKLIN STS",RED CLOUD
281317,TILDEN COMMUNITY HOSPITAL,"P O BOX 340, 308 WEST 2ND",TILDEN
281318,MORRILL COUNTY COMMUNITY HOSPITAL,"P O BOX 579, 1313 S STREET",BRIDGEPORT
281319,JEFFERSON COMMUNITY HEALTH CENTER,"P O BOX 277, 2200 H ST",FAIRBURY
281320,MEMORIAL HOSPITAL,1423 SEVENTH ST,AURORA
281321,OAKLAND MERCY HOSPITAL,601 EAST SECOND ST,OAKLAND
281322,ST FRANCIS MEMORIAL HOSPITAL,430 NORTH MONITOR ST,WEST POINT
281323,ALEGENT HEALTH MEMORIAL HOSPITAL,104 WEST 17TH ST,SCHUYLER
281324,NEMAHA COUNTY HOSPITAL,2022  13TH ST,AUBURN
281325,BROWN COUNTY HOSPITAL,945 EAST ZERO ST,AINSWORTH
281326,ANTELOPE MEMORIAL HOSPITAL,"P O BOX 229, 102 WEST 9TH ST",NELIGH
281327,COZAD COMMUNITY HOSPITAL,"P O BOX 108, 300 EAST 12TH ST",COZAD
281328,LITZENBERG MEMORIAL COUNTY HOSPITAL,1715  26TH ST,CENTRAL CITY
281329,AVERA ST ANTHONY'S HOSPITAL,300 NORTH 2ND ST,O' NEILL
281330,WARREN MEMORIAL HOSPITAL,905 SECOND ST,FRIEND
281331,AVERA CREIGHTON HOSPITAL,"P O BOX 186, 1503 MAIN ST",CREIGHTON
281332,BUTLER COUNTY HEALTH CARE CENTER,372 SOUTH 9TH ST,DAVID CITY
281333,ROCK COUNTY HOSPITAL,102 EAST SOUTH STREET,BASSETT
281334,BOONE COUNTY HEALTH CENTER,"P O BOX 151, 723 WEST FAIRVIEW ST",ALBION
281335,CALLAWAY DISTRICT HOSPITAL,"P O BOX 100, 211 E KIMBALL ST",CALLAWAY
281336,YORK GENERAL HOSPITAL,2222 LINCOLN AVE,YORK
281338,HOWARD COUNTY MEDICAL CENTER,"P O BOX 406, 1113 SHERMAN ST",ST PAUL
281339,MEMORIAL HEALTH CARE SYSTEMS,300 NORTH COLUMBIA AVE,SEWARD
281340,DUNDY COUNTY HOSPITAL,"P O BOX 626, 1313 NORTH CHEYENNE ST",BENKELMAN
281341,CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES,825 CENTENNIAL DRIVE,CHADRON
281342,ST MARY'S COMMUNITY HOSPITAL,1314  3RD AVE,NEBRASKA CITY
281343,WEST HOLT MEMORIAL HOSPITAL,406 W NEELY ST,ATKINSON
281344,CHERRY COUNTY HOSPITAL,"P O BOX 410, 510 NORTH GREEN ST",VALENTINE
281345,PROVIDENCE MEDICAL CENTER,1200 PROVIDENCE RD,WAYNE
281346,ALEGENT HEALTH PLAINVIEW HOSPITAL,"P O BOX 489, 704 NORTH THIRD ST",PLAINVIEW
281347,OSMOND GENERAL HOSPITAL,"P O BOX 429, 402 NORTH MAPLE ST",OSMOND
281348,TRI VALLEY HEALTH SYSTEM,1305 WEST HIGHWAY 6/34,CAMBRIDGE
281349,PENDER COMMUNITY HOSPITAL,"P O BOX 100, 100 HOSPITAL DRIVE",PENDER
281350,JOHNSON COUNTY HOSPITAL,202 HIGH ST,TECUMSEH
281351,CHASE COUNTY COMMUNITY HOSPITAL,"P O BOX 819, 600 W 12TH ST",IMPERIAL
281352,"COMMUNITY MEDICAL CENTER, INC","P O BOX 399, 2307 BARADA ST",FALLS CITY
281353,VALLEY COUNTY HEALTH SYSTEM,2707 L STREET,ORD
281354,CRETE AREA MEDICAL CENTER,"P O BOX 220, 2910 BETTEN DR",CRETE
281355,OGALLALA COMMUNITY HOSPITAL,2601 NORTH SPRUCE ST,OGALLALA
281356,PERKINS COUNTY HEALTH SERVICES,900 LINCOLN AVE,GRANT
281357,SIDNEY REGIONAL MEDICAL CENTER,645 OSAGE ST,SIDNEY
281358,GORDON MEMORIAL HOSPITAL DISTRICT,300 EAST 8TH ST,GORDON
281359,MEMORIAL COMMUNITY HOSPITAL,810 NORTH 22ND ST,BLAIR
281360,BOX BUTTE GENERAL HOSPITAL,"P O BOX 810, 2101 BOX BUTTE AVE",ALLIANCE
281361,LEXINGTON REGIONAL HEALTH CENTER,"P O BOX 980, 1201 NORTH ERIE ST",LEXINGTON
281362,PHELPS MEMORIAL HEALTH CENTER,1215 TIBBALS ST,HOLDREGE
281363,COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",MCCOOK
281364,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC","P O BOX 278, 4800 HOSPITAL PARKWAY",BEATRICE
281365,JENNIE M MELHAM MEMORIAL MEDICAL CENTER,145 MEMORIAL DRIVE,BROKEN BOW
283301,CHILDREN'S HOSPITAL & MEDICAL CENTER,8200 DODGE ST,OMAHA
290001,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,RENO
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,3186 S MARYLAND PKWY,LAS VEGAS
290005,NORTH VISTA HOSPITAL,1409 EAST LAKE MEAD BLVD,NORTH LAS VEGAS
290006,BANNER CHURCHILL COMMUNITY HOSPITAL,801 EAST WILLIAMS AVENUE,FALLON
290007,UMC OF SOUTHERN NEVADA,1800 W CHARLESTON BLVD,LAS VEGAS
290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,2001 ERRECART BLVD,ELKO
290009,SAINT MARY'S REGIONAL MEDICAL CENTER,235 W 6TH ST,RENO
290012,SAINT ROSE DOMINICAN HOSPITAL - DE LIMA,102 E LAKE MEAD DR,HENDERSON
290019,CARSON TAHOE REGIONAL MEDICAL CENTER,1600 MEDICAL PARKWAY,CARSON CITY
290020,NYE REGIONAL MEDICAL CENTER,825 ERIE MAIN ST (AKA SOUTH MAIN),TONOPAH
290021,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,LAS VEGAS
290022,DESERT SPRINGS HOSPITAL,2075 EAST FLAMINGO ROAD,LAS VEGAS
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,1000 LOCUST STREET,RENO                          
290032,NORTHERN NEVADA MEDICAL CENTER,2375 PRATER WAY,SPARKS
290039,MOUNTAINVIEW HOSPITAL,3100 N TENAYA WAY,LAS VEGAS
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,657 TOWN CENTER DRIVE,LAS VEGAS
290045,SAINT ROSE DOMINICAN HOSPITAL - SIENA CAMPUS,3001 ST ROSE PARKWAY,HENDERSON
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,LAS VEGAS
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET,LAS VEGAS
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,10101 DOUBLE R BLVD,RENO
290051,SIERRA SURGERY HOSPITAL,1400 MEDICAL PKWY,CARSON CITY
290053,SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,8280 W WARM SPRINGS ROAD,LAS VEGAS
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,LAS VEGAS
291300,MOUNT GRANT GENERAL HOSPITAL,FIRST AND A STREETS,HAWTHORNE                     
291301,INCLINE VILLAGE HEALTH CENTER,880 ALDER STREET,INCLINE VILLAGE               
291302,WILLIAM BEE RIRIE HOSPITAL,1500 AVENUE H,ELY                           
291303,BATTLE MOUNTAIN GENERAL HOSPITAL,535 SOUTH HUMBOLDT STREET,BATTE MTN                     
291304,PERSHING GENERAL HOSPITAL,855 6TH STREET/PO BOX 661,LOVELOCK                      
291306,CARSON VALLEY MEDICAL CENTER,1107 HIGHWAY 395,GARDNERVILLE
291307,MESA VIEW REGIONAL HOSPITAL,1299 BERTHA HOWE AVENUE,MESQUITE
291308,HUMBOLDT GENERAL HOSPITAL,118 EAST HASKELL STREET,WINNEMUCCA
291309,BOULDER CITY HOSPITAL,901 ADAMS BLVD,BOULDER CITY
291311,DESERT VIEW REGIONAL MEDICAL CENTER,360 SOUTH LOLA LANE,PAHRUMP
291312,GROVER C DILS MEDICAL CENTER,"700 N SPRING ST, BOX 1010-C-ADM BLDG",CALIENTE                      
300001,CONCORD HOSPITAL,250 PLEASANT ST,CONCORD
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE,LEBANON
300005,LAKES REGION GENERAL HOSPITAL,80 HIGHLAND ST,LACONIA
300011,ST JOSEPH HOSPITAL,172 KINSLEY ST,NASHUA
300012,ELLIOT HOSPITAL,1 ELLIOT WAY,MANCHESTER
300014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,ROCHESTER
300017,PARKLAND MEDICAL CENTER,1 PARKLAND DRIVE,DERRY
300018,WENTWORTH-DOUGLASS HOSPITAL,789 CENTRAL AVE,DOVER
300019,CHESHIRE MEDICAL CENTER,580 COURT STREET,KEENE
300020,SOUTHERN NH MEDICAL CENTER,8 PROSPECT STREET,NASHUA
300023,EXETER HOSPITAL INC,5 ALUMNI DRIVE,EXETER
300029,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,PORTSMOUTH
300034,CATHOLIC MEDICAL CENTER,100 MCGREGOR STREET,MANCHESTER
301300,UPPER CONNECTICUT VALLEY HOSPITAL,181 CORLISS LANE,COLEBROOK
301301,COTTAGE HOSPITAL,90 SWIFTWATER RD,WOODSVILLE
301302,LITTLETON REGIONAL HOSPITAL,600 ST JOHNSBURY ROAD,LITTLETON
301303,WEEKS MEDICAL CENTER,173 MIDDLE STREET,LANCASTER
301304,NEW LONDON HOSPITAL,273 COUNTY ROAD,NEW LONDON
301305,ALICE PECK DAY MEMORIAL HOSPITAL,125 MASCOMA ST,LEBANON
301306,FRANKLIN REGIONAL HOSPITAL,15 AIKEN AVENUE,FRANKLIN
301307,"MEMORIAL HOSPITAL, THE",3073 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY
301308,VALLEY REGIONAL HOSPITAL,243 ELM STREET,CLAREMONT
301309,MONADNOCK COMMUNITY HOSPITAL,452 OLD STREET ROAD,PETERBOROUGH
301310,ANDROSCOGGIN VALLEY HOSPITAL,59 PAGE HILL ROAD,BERLIN
301311,SPEARE MEMORIAL HOSPITAL,16 HOSPITAL ROAD,PLYMOUTH
301312,HUGGINS HOSPITAL,240 SOUTH MAIN STREET,WOLFEBORO
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK
310003,PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S,7600 RIVER RD,NORTH BERGEN
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON
310006,"ST MARY'S HOSPITAL, PASSAIC",350 BOULEVARD,PASSAIC
310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK
310009,CLARA MAASS MEDICAL CENTER,ONE CLARA MAAS DRIVE,BELLEVILLE
310010,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO,ONE-FIVE PLAINSBORO ROAD,PLAINSBORO
310011,CAPE REGIONAL MEDICAL CENTER INC,TWO STONE HARBOR BLVD,CAPE MAY COURT HOUSE
310012,VALLEY HOSPITAL,223 N VAN DIEN AVENUE,RIDGEWOOD
310014,COOPER UNIVERSITY HOSPITAL,1 COOPER PLAZA,CAMDEN
310015,MORRISTOWN MEMORIAL HOSPITAL,100 MADISON AVE,MORRISTOWN
310016,CHRIST HOSPITAL,176 PALISADE AVE,JERSEY CITY
310017,CHILTON HOSPITAL,97 WEST PARKWAY,POMPTON PLAINS
310019,ST JOSEPH'S REGIONAL MEDICAL CENTER,703 MAIN ST,PATERSON
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE                   
310021,ST FRANCIS MEDICAL CENTER,601 HAMILTON AVE,TRENTON
310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,865 STONE ST,RAHWAY
310025,BAYONNE HOSPITAL CENTER,29 EAST 29TH ST,BAYONNE
310027,TRINITAS REGIONAL MEDICAL CENTER,225 WILLIAMSON STREET,ELIZABETH
310028,NEWTON MEMORIAL HOSPITAL,175 HIGH ST,NEWTON
310029,OUR LADY OF LOURDES MEDICAL CENTER,1600 HADDON AVENUE,CAMDEN
310031,DEBORAH HEART AND LUNG CENTER,200 TRENTON ROAD,BROWNS MILLS
310032,SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER,1505 W SHERMAN AVE,VINELAND
310034,RIVERVIEW MEDICAL CENTER,ONE RIVERVIEW PLAZA,RED BANK
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,ONE ROBERT WOOD JOHNSON PL,NEW BRUNSWICK
310039,RARITAN BAY MEDICAL CENTER,530 NEW BRUNSWICK AVE,PERTH AMBOY
310040,HOBOKEN UNIVERSITY MEDICAL CENTER,308 WILLOW AVE,HOBOKEN
310041,COMMUNITY MEDICAL CENTER,99 RT 37 WEST,TOMS RIVER
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,ONE CAPITAL WAY,PENNINGTON
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,350 ENGLE ST,ENGLEWOOD
310047,SHORE MEDICAL CENTER,1 EAST NEW YORK AVE,SOMERS POINT
310048,SOMERSET MEDICAL CENTER,110 REHILL AVE,SOMERVILLE
310050,SAINT CLARE'S HOSPITAL,25 POCONO ROAD,DENVILLE
310051,OVERLOOK HOSPITAL,99 BEAUVIOR AVE,SUMMIT
310052,OCEAN MEDICAL CENTER,425 JACK MARTIN BLVD,BRICK
310054,MOUNTAINSIDE HOSPITAL,BAY AND HIGHLAND AVE,MONTCLAIR
310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,175 MADISON AVE,MOUNT HOLLY
310058,BERGEN REGIONAL MEDICAL CENTER,230 EAST RIDGEWOOD AVE,PARAMUS
310060,ST LUKE'S WARREN HOSPITAL,185 ROSEBERRY ST,PHILLIPSBURG
310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,218A SUNSET ROAD,WILLINGBORO
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,1925 PACIFIC AVE,ATLANTIC CITY
310069,SOUTH JERSEY HEALTHCARE-ELMER HOSPITAL,501 WEST FRONT STREET,ELMER
310070,SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVE,NEW BRUNSWICK
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,1945 RTE 33,NEPTUNE
310074,LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS,355 GRAND STREET,JERSEY CITY
310075,MONMOUTH MEDICAL CENTER,300 SECOND AVENUE,LONG BRANCH
310076,SAINT BARNABAS MEDICAL CENTER,94 OLD SHORT HILLS ROAD,LIVINGSTON
310081,UNDERWOOD - MEMORIAL HOSPITAL,509 N BROAD ST,WOODBURY
310083,EAST ORANGE GENERAL HOSPITAL,300 CENTRAL AVE,EAST ORANGE
310084,KIMBALL MEDICAL CENTER,600 RIVER AVE,LAKEWOOD
310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,18 EAST LAUREL ROAD,STRATFORD
310091,MEMORIAL HOSPITAL OF SALEM COUNTY,310 WOODSTOWN ROAD,SALEM
310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,750 BRUNSWICK AVE,TRENTON
310096,"SAINT MICHAEL'S MEDICAL CENTER, INC",111 CENTRAL AVENUE,NEWARK
310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,65 JAMES STREET,EDISON
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,ONE HAMILTON HEALTH PLACE,HAMILTON
310111,CENTRASTATE MEDICAL CENTER,901 WEST MAIN STREET,FREEHOLD
310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,HOLMDEL
310113,SOUTHERN OCEAN MEDICAL CENTER,1140 RT 72 W,MANAHAWKIN
310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN
310118,MEADOWLANDS HOSPITAL MEDICAL CENTER,55 MEADOWLANDS PKWY,SECAUCUS
310119,UMDNJ UNIVERSITY HOSPITAL,150 BERGEN ST,NEWARK
310120,SAINT CLARE'S HOSPITAL/SUSSEX,20 WALNUT ST,SUSSEX
320001,UNM HOSPITAL,2211 LOMAS BOULEVARD NE,ALBUQUERQUE
320002,ST VINCENT HOSPITAL,455 ST MICHAEL'S DRIVE,SANTA FE
320003,ALTA VISTA REGIONAL HOSPITAL,104 LEGION AVE,LAS VEGAS
320004,GERALD CHAMPION REGIONAL MEDICAL CENTE,2669 NORTH SCENIC DRIVE,ALAMOGORDO
320005,SAN JUAN REGIONAL MEDICAL CENTER,801 WEST MAPLE STREET,FARMINGTON
320006,EASTERN NEW MEXICO MEDICAL CENTER,405 W COUNTRY CLUB RD,ROSWELL
320009,LOVELACE MEDICAL CENTER,601 DR MARTIN LUTHER KING JR AVE NE,ALBUQUERQUE
320011,ESPANOLA HOSPITAL,1010 SPRUCE STREET,ESPANOLA
320013,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,1397 WEIMER ROAD,TAOS
320014,MIMBRES MEMORIAL HOSPITAL,900 W ASH,DEMING
320016,GILA REGIONAL MEDICAL CENTER,1313 E 32ND ST,SILVER CITY
320017,LOVELACE WOMEN'S HOSPITAL,4701 MONTGOMERY BOULEVARD NE,ALBUQUERQUE
320018,MEMORIAL MEDICAL CENTER INC,2450 SOUTH TELSHOR BLVD,LAS CRUCES
320021,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,ALBUQUERQUE
320022,PLAINS REGIONAL MEDICAL CENTER  CLOVIS,"2100 MARTIN LUTHER KING, JR, BLVD",CLOVIS
320030,ARTESIA GENERAL HOSPITAL,702 N 13TH ST,ARTESIA
320033,LOS ALAMOS MEDICAL CENTER,3917 WEST ROAD,LOS ALAMOS
320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH SER,1901 RED ROCK DRIVE,GALLUP
320057,SANTA FE PHS INDIAN HOSPITAL,1700 CERRILLOS ROAD,SANTA FE
320058,MESCALERO PHS INDIAN HOSPITAL,P O BOX 210,MESCALERO
320059,NORTHERN NAVAJO MEDICAL CENTER,US HWY 491 NORTH,SHIPROCK
32005F,VA NEW MEXICO HEALTHCARE SYSTEM,"1501 SAN PEDRO DRIVE, SE",ALBUQUERQUE                   
320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,ROUTE 301 NORTH,ZUNI
320061,GALLUP INDIAN MEDICAL CENTER,516 E NIZHONI BLVD,GALLUP
320062,CROWNPOINT HEALTHCARE FACILITY,JUNCTION OF HWY 371,CROWNPOINT
320063,CARLSBAD MEDICAL CENTER,2430 WEST PIERCE,CARLSBAD
320065,LEA REGIONAL MEDICAL CENTER,5419 N LOVINGTON HIGHWAY,HOBBS
320067,GUADALUPE COUNTY HOSPITAL,117 CAMINO DE VIDA,SANTA ROSA
320070,DHHS USPHS INDIAN HEALTH SERVICES,EXIT #102 OFF I-40 1/2 MILE SOUTH,SAN FIDEL
320074,LOVELACE WESTSIDE HOSPITAL,10501 GOLF COURSE ROAD NW,ALBUQUERQUE
320083,HEART HOSPITAL OF NEW MEXICO,504 ELM STREET NE,ALBUQUERQUE
320084,ROOSEVELT GENERAL HOSPITAL,42121 US HIGHWAY 70,PORTALES
320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,LAS CRUCES
320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,117 EAST 19TH STREET,ROSWELL
320087,PHYSICIANS MEDICAL CENTER OF SANTA FE,2990 RODEO PARK DRIVE EAST,SANTA FE
321300,SIERRA VISTA HOSPITAL,800 E NINTH AVENUE,T OR C
321301,SOCORRO GENERAL HOSPITAL,1202 HIGHWAY 60 WEST,SOCORRO
321302,DR DAN C TRIGG MEMORIAL HOSPITAL,301 EAST MIEL DE LUNA AVENUE,TUCUMCARI
321304,UNION COUNTY GENERAL HOSPITAL,300 WILSON STREET,CLAYTON
321305,NOR LEA GENERAL HOSPITAL,1600 NORTH MAIN,LOVINGTON
321306,LINCOLN COUNTY MEDICAL CENTER,211 SUDDERTH DRIVE,RUIDOSO
321307,MINERS' COLFAX MEDICAL CENTER,203 HOSPITAL DRIVE,RATON
321308,CIBOLA GENERAL HOSPITAL,1016 ROOSEVELT AVENUE,GRANTS
330002,PENINSULA HOSPITAL CENTER,51-15 BEACH CHANNEL DRIVE,FAR ROCKAWAY
330003,ALBANY MEMORIAL HOSPITAL,600 NORTHERN BOULEVARD,ALBANY
330004,KINGSTON HOSPITAL,396 BROADWAY,KINGSTON
330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO
330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS
330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW
330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON
330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY
330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA
330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN
330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE
330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW
330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND
330029,SHEEHAN MEMORIAL HOSPITAL,425 MICHIGAN AVENUE,BUFFALO
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,111 DRIVING PARK AVENUE,NEWARK
330033,"CHENANGO MEMORIAL HOSPITAL, INC",179 NORTH BROAD STREET,NORWICH
330037,LAKESIDE MEMORIAL HOSPITAL,156 WEST AVENUE,BROCKPORT
330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE
330044,FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA
330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON
330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK
330047,ST MARY'S HOSPITAL AT AMSTERDAM,427 GUY PARK AVENUE,AMSTERDAM
330049,NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,RHINEBECK
330053,MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,MEDINA
330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING
330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN
330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY
330058,GENEVA GENERAL HOSPITAL,196 -198 NORTH STREET,GENEVA
330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX
330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE
330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 TENTH STREET,NIAGARA FALLS
330067,ST FRANCIS HOSPITAL,241 NORTH ROAD,POUGHKEEPSIE
330073,UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,BATAVIA
330074,F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA
330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO
330079,ADIRONDACK MEDICAL CENTER,2233 STATE ROUTE 86,SARANAC LAKE
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX
330084,ALICE HYDE MEDICAL CENTER,133 PARK STREET,MALONE
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA
330086,MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON
330088,EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE,GREENPORT
330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON
330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY                        
